"cell_type"	"biopsy_tissue"	"biopsy_cell_selection"	"grouping_id"	"study_id"	"hgnc_symbol"	"ensembl_gene_id"	"ensembl_version"	"p_value"	"p_value_adj"	"auc"	"pct_cells_target_cluster"	"pct_cells_other_clusters"	"avg_logFC"	"study_specific_columns"	"study_specific_columns_values"	"notes"
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"ALG5"	"ENSG00000120697"	99		0				1.7100554	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"ANKRD28"	"ENSG00000206560"	99		0				1.3231953	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CCPG1"	"ENSG00000260916"	99		0				1.7843032	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CCR10"	"ENSG00000184451"	99		0				5.1295524	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CD27"	"ENSG00000139193"	99		0				1.0873779	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CD63"	"ENSG00000135404"	99		0				1.1903558	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CD79A"	"ENSG00000105369"	99		0				1.0111662	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CHPF"	"ENSG00000123989"	99		0				3.4385023	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CLIC4"	"ENSG00000169504"	99		0				2.645924	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CREB3L2"	"ENSG00000182158"	99		0				1.9442548	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CRELD2"	"ENSG00000184164"	99		0				2.4327745	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CYBA"	"ENSG00000051523"	99		0				0.44861418	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"DDOST"	"ENSG00000244038"	99		0				1.1349688	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"DERL3"	"ENSG00000099958"	99		0				4.062637	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"DNAJB9"	"ENSG00000128590"	99		0				1.034389	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"DNAJC3"	"ENSG00000102580"	99		0				1.653018	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"EAF2"	"ENSG00000145088"	99		0				2.1491182	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"ERGIC3"	"ENSG00000125991"	99		0				1.2722954	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"ERLEC1"	"ENSG00000068912"	99		0				1.6657369	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"FCRL5"	"ENSG00000143297"	99		0				3.5211828	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"FKBP11"	"ENSG00000134285"	99		0				2.0132318	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"FKBP2"	"ENSG00000173486"	99		0				2.287036	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"FNDC3B"	"ENSG00000075420"	99		0				2.7971601	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"GMPPB"	"ENSG00000173540"	99		0				2.1477504	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"GNG7"	"ENSG00000176533"	99		0				1.4824233	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"GSTP1"	"ENSG00000084207"	99		0				1.1021502	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"HDLBP"	"ENSG00000115677"	99		0				2.0558982	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"HERPUD1"	"ENSG00000051108"	99		0				1.2135658	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"HM13"	"ENSG00000101294"	99		0				1.3910455	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"HSP90B1"	"ENSG00000166598"	99		0				1.619934	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"HSPB1"	"ENSG00000106211"	99		0				1.3369199	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGHA1"	"ENSG00000211895"	99		0				1.8730595	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGHA2"	"ENSG00000211890"	99		0				2.6187892	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGKC"	"ENSG00000211592"	99		0				1.6037132	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGLC2"	"ENSG00000211677"	99		0				1.7927713	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGLC3"	"ENSG00000211679"	99		0				2.0362368	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGLC7"	"ENSG00000211685"	99		0				2.7161615	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGLL5"	"ENSG00000254709"	99		0				3.2532597	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGLV6-57"	"ENSG00000211640"	99		0				4.4114966	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"ITM2C"	"ENSG00000135916"	99		0				1.7232285	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"JCHAIN"	"ENSG00000132465"	99		0				2.4836192	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"KDELR1"	"ENSG00000105438"	99		0				1.2950963	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"KDELR2"	"ENSG00000136240"	99		0				1.634773	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"KRTCAP2"	"ENSG00000163463"	99		0				0.9452919	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"LGALS1"	"ENSG00000100097"	99		0				1.4445845	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"LMAN1"	"ENSG00000074695"	99		0				1.6513346	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"LMAN2"	"ENSG00000169223"	99		0				1.184432	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"LY96"	"ENSG00000154589"	99		0				1.8050147	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"MANF"	"ENSG00000145050"	99		0				1.9579756	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"MYDGF"	"ENSG00000074842"	99		0				1.67602	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"MZB1"	"ENSG00000170476"	99		0				3.8693757	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"NME1"	"ENSG00000239672"	99		0				1.7519491	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"NUCB2"	"ENSG00000070081"	99		0				1.4624803	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"P4HB"	"ENSG00000185624"	99		0				1.0858828	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PDIA4"	"ENSG00000155660"	99		0				2.4108934	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PDIA6"	"ENSG00000143870"	99		0				1.8782659	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PLPP5"	"ENSG00000147535"	99		0				1.8934537	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"POU2AF1"	"ENSG00000110777"	99		0				1.898585	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PPIB"	"ENSG00000166794"	99		0				0.8771265	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PRDX4"	"ENSG00000123131"	99		0				3.3017015	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PYCR1"	"ENSG00000183010"	99		0				4.581794	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"RABAC1"	"ENSG00000105404"	99		0				1.0256695	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"RASGRP3"	"ENSG00000152689"	99		0				2.5651288	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"RPN1"	"ENSG00000163902"	99		0				1.5644568	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"RPN2"	"ENSG00000118705"	99		0				1.2315029	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"RRBP1"	"ENSG00000125844"	99		0				2.9215531	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SDC1"	"ENSG00000115884"	99		0				5.029022	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SDF2L1"	"ENSG00000128228"	99		0				2.232234	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SEC11C"	"ENSG00000166562"	99		0				2.5055776	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SEC61B"	"ENSG00000106803"	99		0				1.1240145	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SEL1L"	"ENSG00000071537"	99		0				1.8990321	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SIL1"	"ENSG00000120725"	99		0				2.6126864	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SLAMF7"	"ENSG00000026751"	99		0				2.8895729	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SPAG4"	"ENSG00000061656"	99		0				4.017265	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SPATS2"	"ENSG00000123352"	99		0				2.389412	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SPCS1"	"ENSG00000114902"	99		0				1.0679717	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SPCS2"	"ENSG00000118363"	99		0				1.308583	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SPCS3"	"ENSG00000129128"	99		0				1.6503507	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SRPRB"	"ENSG00000144867"	99		0				1.8794813	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SSR3"	"ENSG00000114850"	99		0				1.8821691	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SSR4"	"ENSG00000180879"	99		0				1.6207314	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TIMP1"	"ENSG00000102265"	99		0				1.9592185	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMED10"	"ENSG00000170348"	99		0				1.0449756	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMED2"	"ENSG00000086598"	99		0				0.9580416	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMED9"	"ENSG00000184840"	99		0				1.2475976	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMEM205"	"ENSG00000105518"	99		0				1.8773077	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMEM208"	"ENSG00000168701"	99		0				1.4540769	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMEM258"	"ENSG00000134825"	99		0				0.71404153	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMEM59"	"ENSG00000116209"	99		0				0.8743783	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TNFRSF17"	"ENSG00000048462"	99		0				4.64323	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TPD52"	"ENSG00000076554"	99		0				1.4165598	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TRAM1"	"ENSG00000067167"	99		0				0.9640819	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TRIB1"	"ENSG00000173334"	99		0				3.598142	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TXNDC11"	"ENSG00000153066"	99		0				1.7698865	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TXNDC15"	"ENSG00000113621"	99		0				2.207594	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"UAP1"	"ENSG00000117143"	99		0				2.0865936	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"UBE2J1"	"ENSG00000198833"	99		0				2.069199	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"WNT10A"	"ENSG00000135925"	99		0				3.286826	""	""	
"B cell IgA Plasma"	"colon"	"immune"		"JamesKR-32066951"	"XBP1"	"ENSG00000100219"	99		0				1.6851727	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"ALG5"	"ENSG00000120697"	99		1.39e-13				1.0386633	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"BHLHE41"	"ENSG00000123095"	99		2.58e-17				2.1502302	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CCPG1"	"ENSG00000260916"	99		1.32e-16				1.1322471	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CCR10"	"ENSG00000184451"	99		2.87e-18				1.5132768	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CD27"	"ENSG00000139193"	99		2.07e-36				1.1275247	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CD38"	"ENSG00000004468"	99		1.85e-12				1.3188746	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CD63"	"ENSG00000135404"	99		5.21e-23				0.7818892	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CD79A"	"ENSG00000105369"	99		2.36e-30				1.0239626	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CHPF"	"ENSG00000123989"	99		5.4e-19				1.5545198	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CREB3L2"	"ENSG00000182158"	99		1.83e-15				1.2453607	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CRELD2"	"ENSG00000184164"	99		1.94e-25				1.1861639	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CXorf21"	"ENSG00000120280"	99		1.43e-13				1.6460954	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"CYBA"	"ENSG00000051523"	99		1.82e-19				0.33253312	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"DDOST"	"ENSG00000244038"	99		2.15e-14				0.8217899	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"DERL3"	"ENSG00000099958"	99		3.74e-48				1.4563097	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"DNAJB9"	"ENSG00000128590"	99		3.22e-14				0.7628947	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"DNAJC3"	"ENSG00000102580"	99		6.05e-17				1.049845	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"EAF2"	"ENSG00000145088"	99		2.29e-18				1.3497545	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"ERGIC3"	"ENSG00000125991"	99		5.37e-18				0.85736763	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"ERLEC1"	"ENSG00000068912"	99		1.48e-18				1.1479069	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"FBXW7"	"ENSG00000109670"	99		2.79e-15				1.3263202	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"FCRL5"	"ENSG00000143297"	99		5.26e-38				1.7544309	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"FKBP11"	"ENSG00000134285"	99		3.26e-45				1.0899621	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"FKBP2"	"ENSG00000173486"	99		2.45e-46				1.1485528	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"FNDC3A"	"ENSG00000102531"	99		5.33e-14				1.3182635	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"FNDC3B"	"ENSG00000075420"	99		3.09e-13				1.6305916	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"GNG7"	"ENSG00000176533"	99		4.05e-13				0.96017414	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"GSTP1"	"ENSG00000084207"	99		4.06e-28				0.8868348	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"HDLBP"	"ENSG00000115677"	99		1.34e-24				1.276793	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"HERPUD1"	"ENSG00000051108"	99		2.85e-38				0.7408557	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"HM13"	"ENSG00000101294"	99		3.57e-17				1.0055141	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"HSP90B1"	"ENSG00000166598"	99		1.04e-56				1.0736088	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"HSPA5"	"ENSG00000044574"	99		5.88e-21				0.7486574	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGHA1"	"ENSG00000211895"	99		4.55e-16				0.55386364	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGHG1"	"ENSG00000211896"	99		1.2e-106				5.2042007	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGHG2"	"ENSG00000211893"	99		4.46e-75				5.9357643	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGHG3"	"ENSG00000211897"	99		1.68e-139				5.093371	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGHG4"	"ENSG00000211892"	99		2.05e-106				4.9313087	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGHGP"	"ENSG00000253755"	99		5.82e-57				8.849508	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGKC"	"ENSG00000211592"	99		4.4e-55				1.0286235	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGLC2"	"ENSG00000211677"	99		9.25e-28				0.95951134	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGLC3"	"ENSG00000211679"	99		1.45e-22				1.1531823	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGLC7"	"ENSG00000211685"	99		8.21e-15				1.6552299	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"IGLV6-57"	"ENSG00000211640"	99		1.09e-14				2.0846436	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"ITGB7"	"ENSG00000139626"	99		3.17e-14				1.0373151	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"ITM2C"	"ENSG00000135916"	99		1.72e-28				1.1439772	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"JCHAIN"	"ENSG00000132465"	99		4.15e-62				1.1096256	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"KDELR1"	"ENSG00000105438"	99		6.11e-15				0.93176454	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"KDELR2"	"ENSG00000136240"	99		7.67e-22				1.014315	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"KRTCAP2"	"ENSG00000163463"	99		6.27e-15				0.6402761	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"LGALS1"	"ENSG00000100097"	99		5.9e-14				0.69814193	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"LMAN1"	"ENSG00000074695"	99		3.72e-21				1.1651163	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"LMAN2"	"ENSG00000169223"	99		5.86e-25				0.89961946	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"MANF"	"ENSG00000145050"	99		1.75e-25				1.0284196	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"MYDGF"	"ENSG00000074842"	99		4.14e-33				1.0971819	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"MZB1"	"ENSG00000170476"	99		1.96e-89				1.6649679	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"NME1"	"ENSG00000239672"	99		6.47e-15				1.2038368	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"NUCB2"	"ENSG00000070081"	99		1.32e-15				0.9444433	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"P4HB"	"ENSG00000185624"	99		2.23e-21				0.86089665	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PDIA4"	"ENSG00000155660"	99		1.35e-28				1.2016681	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PDIA6"	"ENSG00000143870"	99		2.54e-44				1.1075976	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PLPP5"	"ENSG00000147535"	99		3.07e-23				1.2118088	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"POU2AF1"	"ENSG00000110777"	99		3.76e-23				1.3360286	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PPIB"	"ENSG00000166794"	99		2.16e-18				0.6004975	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PRDX4"	"ENSG00000123131"	99		1.88e-65				1.6263036	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"PSAP"	"ENSG00000197746"	99		1.08e-15				0.77022165	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"RABAC1"	"ENSG00000105404"	99		1.26e-14				0.6443307	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"RPN1"	"ENSG00000163902"	99		8.55e-13				0.91799915	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"RPN2"	"ENSG00000118705"	99		1.52e-21				0.9201831	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"RRBP1"	"ENSG00000125844"	99		7.6e-33				1.4376676	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SDC1"	"ENSG00000115884"	99		2.7e-32				1.9132588	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SDF2L1"	"ENSG00000128228"	99		4.53e-38				1.2289304	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SEC11C"	"ENSG00000166562"	99		1.69e-58				1.3316705	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SEC61B"	"ENSG00000106803"	99		3.02e-35				0.77014816	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SEL1L"	"ENSG00000071537"	99		2.24e-14				1.2249514	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SIL1"	"ENSG00000120725"	99		8.96e-15				1.2562854	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SLAMF7"	"ENSG00000026751"	99		3.32e-23				1.4652443	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SPAG4"	"ENSG00000061656"	99		9.1e-33				1.8292857	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SPATS2"	"ENSG00000123352"	99		2.08e-17				1.4316119	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SPCS1"	"ENSG00000114902"	99		1.38e-33				0.75385916	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SPCS2"	"ENSG00000118363"	99		2.27e-44				0.88934827	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SPCS3"	"ENSG00000129128"	99		2e-32				1.0575864	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SRPRB"	"ENSG00000144867"	99		1.18e-15				1.1644181	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SSR3"	"ENSG00000114850"	99		3.86e-37				1.0765543	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"SSR4"	"ENSG00000180879"	99		1.14e-69				0.9590297	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TIMP1"	"ENSG00000102265"	99		4.03e-15				0.9397558	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMED10"	"ENSG00000170348"	99		9.57e-18				0.77867144	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMED2"	"ENSG00000086598"	99		5.46e-18				0.7285197	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMED9"	"ENSG00000184840"	99		5.19e-23				0.85404235	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMEM258"	"ENSG00000134825"	99		4.77e-13				0.48580354	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TMEM59"	"ENSG00000116209"	99		1.35e-17				0.5648716	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TNFRSF17"	"ENSG00000048462"	99		3.12e-31				1.4499897	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TOR3A"	"ENSG00000186283"	99		7.82e-13				1.1939179	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TPD52"	"ENSG00000076554"	99		2.4e-17				0.95379657	""	""	
"B cell IgG Plasma"	"colon"	"immune"		"JamesKR-32066951"	"TRAM1"	"ENSG00000067167"	99		2.46e-18				0.7439113	""	""	
